index,image_link,group_id,entity_name,entity_value
0,https://m.media-amazon.com/images/I/61I9XdN6OFL.jpg,748919,item_weight,500.0 gram
1,https://m.media-amazon.com/images/I/71gSRbyXmoL.jpg,916768,item_volume,1.0 cup
2,https://m.media-amazon.com/images/I/61BZ4zrjZXL.jpg,459516,item_weight,0.709 gram
3,https://m.media-amazon.com/images/I/612mrlqiI4L.jpg,459516,item_weight,0.709 gram
4,https://m.media-amazon.com/images/I/617Tl40LOXL.jpg,731432,item_weight,1400 milligram
5,https://m.media-amazon.com/images/I/61QsBSE7jgL.jpg,731432,item_weight,1400 milligram
6,https://m.media-amazon.com/images/I/81xsq6vf2qL.jpg,731432,item_weight,1400 milligram
7,https://m.media-amazon.com/images/I/71DiLRHeZdL.jpg,731432,item_weight,1400 milligram
8,https://m.media-amazon.com/images/I/91Cma3RzseL.jpg,731432,item_weight,1400 milligram
9,https://m.media-amazon.com/images/I/71jBLhmTNlL.jpg,731432,item_weight,1400 milligram
10,https://m.media-amazon.com/images/I/81N73b5khVL.jpg,149159,item_weight,30.0 kilogram
11,https://m.media-amazon.com/images/I/61oMj2iXOuL.jpg,308856,item_weight,10 kilogram to 15 kilogram
12,https://m.media-amazon.com/images/I/91LPf6OjV9L.jpg,281678,item_weight,3.53 ounce
13,https://m.media-amazon.com/images/I/81fOxWWWKYL.jpg,281678,item_weight,3.53 ounce
14,https://m.media-amazon.com/images/I/81dzao1Ob4L.jpg,281678,item_weight,53 ounce
15,https://m.media-amazon.com/images/I/91-iahVGEDL.jpg,281678,item_weight,100 gram
16,https://m.media-amazon.com/images/I/81S2+GnYpTL.jpg,731432,item_weight,200 gram
17,https://m.media-amazon.com/images/I/81e2YtCOKvL.jpg,731432,item_weight,1 kilogram
18,https://m.media-amazon.com/images/I/81RNsNEM1EL.jpg,731432,item_weight,200 gram
19,https://m.media-amazon.com/images/I/91prZeizZnL.jpg,731432,item_weight,200 gram
20,https://m.media-amazon.com/images/I/31EvJszFVfL.jpg,731432,item_weight,200 gram
21,https://m.media-amazon.com/images/I/61wzlucTREL.jpg,252585,item_volume,4.0 gallon
22,https://m.media-amazon.com/images/I/61sQ+qAKr4L.jpg,299791,item_weight,2.7 gram
23,https://m.media-amazon.com/images/I/81x77l2T5NL.jpg,884560,item_weight,112 gram
24,https://m.media-amazon.com/images/I/71nywfWZUwL.jpg,179080,item_weight,4.1 kilogram
25,https://m.media-amazon.com/images/I/71nywfWZUwL.jpg,179080,voltage,48.0 volt
26,https://m.media-amazon.com/images/I/51WsuKKAVrL.jpg,866516,item_weight,158.0 gram
27,https://m.media-amazon.com/images/I/61XGDKap+JL.jpg,866516,item_weight,158.0 gram
28,https://m.media-amazon.com/images/I/715vVcWJxGL.jpg,459516,item_weight,5000 milligram
29,https://m.media-amazon.com/images/I/613v+2W4UwL.jpg,524635,item_weight,18.55 gram
30,https://m.media-amazon.com/images/I/71+fn9TWQmL.jpg,524635,item_weight,18.55 gram
31,https://m.media-amazon.com/images/I/71aKgRRQ2wL.jpg,524635,item_weight,18.55 gram
32,https://m.media-amazon.com/images/I/71rKXZJrh4L.jpg,524635,item_weight,18.55 gram
33,https://m.media-amazon.com/images/I/71D824lbRvL.jpg,524635,item_weight,18.55 gram
34,https://m.media-amazon.com/images/I/71004c9tzfL.jpg,730429,item_weight,50.0 gram
35,https://m.media-amazon.com/images/I/51bQPPtMqYL.jpg,881883,item_weight,26.0 gram
36,https://m.media-amazon.com/images/I/61o2ntPNNgL.jpg,179080,wattage,800.0 watt
37,https://m.media-amazon.com/images/I/61o2ntPNNgL.jpg,179080,voltage,36.0 volt
38,https://m.media-amazon.com/images/I/71IUuTJ8QwL.jpg,601746,item_weight,330.0 pound
39,https://m.media-amazon.com/images/I/915JHkwtcrL.jpg,487566,item_weight,31.0 ounce
40,https://m.media-amazon.com/images/I/71cjrYndwIL.jpg,794161,item_weight,0.35 ounce
41,https://m.media-amazon.com/images/I/81hnk2WXO3L.jpg,639090,item_weight,35.0 gram
42,https://m.media-amazon.com/images/I/61HXgujoxpL.jpg,752266,wattage,150.0 watt
43,https://m.media-amazon.com/images/I/613G8GOyLSL.jpg,752266,wattage,150.0 watt
44,https://m.media-amazon.com/images/I/71YyZ2iPyZL.jpg,752266,wattage,30.0 watt
45,https://m.media-amazon.com/images/I/81K3JwUCnQL.jpg,752266,wattage,30.0 watt
46,https://m.media-amazon.com/images/I/41wvffSxB4L.jpg,299791,item_weight,15.5 gram
